HIA,OB,p-gp inhibitor,p-gp substrates,BBB,Respiratory toxicity,Hepatotoxicity,half-life,CL,Cardiotoxicity1,Cardiotoxicity10,Cardiotoxicity30,Cardiotoxicity5,CYP1A2,CYP2C19,CYP2C9,CYP2D6,CYP3A4,Acute oral toxicity (LD50),IGC50,ESOL,logD,Caco-2 permeability,PPB,group,smiles
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C(C(C)=O)C(c3ccccc3)[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C(C(C)=O)C[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)CCCC3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
,,,,,,,,,,,,,,0,,0,,,,,,,,test,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)N(C)C(=O)C3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
,,,,,,,,,,,,,,0,,0,,,,,,,,test,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)N(c4ccccc4)C(=O)C3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)C1=C(C)N(Cc2ccccc2)C2=C3C(=O)OCCC3[C@@](O)(C(=O)OC)C(=O)N2C1c1ccccc1
,,,,,,,,,,,,,,1,1,0,,,,,,,,test,COC(=O)C1=C(C)NC(C)=C([N+](=O)[O-])[C@H]1c1ccccc1C(F)(F)F
,,,,,,,,,,,,,1,1,,,,,,,,,,test,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)C1=C2N(Cc3ccccc3)C(C)=C(C(=O)OC)C(c3ccccc3)N2C(=O)[C@](O)(C(=O)OC)C1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)C1=CO[C@@H](O[C@H]2OC(CO)C(O)C(O)C2O)C2C1CC(O)C2C
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)C1=NOC2(C=C(Br)C(OC)=C(Br)C2=O)C1
,,,,,,,,,,,,,,1,,0,0,,,,,,,test,COC(=O)C12CC3(CCC4C5C(C(OCc6ccccc6)C41)C52)OCCO3
,,,,,,,,,,,,,,0,0,,0,,,,,,,test,COC(=O)C1C(C)OC(=O)NC1c1ccccc1
,,,,,,,,,,,,,,,0,0,,,,,,,,test,COC(=O)C1C(c2ccccc2)C2C(=O)c3c(OC)cc(OC)cc3O[C@@]12c1ccc(OC)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1cc(O)c(=O)c2c(O)c(O)ccc2c1
,,,,,,,,,,,,,0,,,,,,,,,,,test,COC(=O)C1CC1C(NC(=O)[C@H]1CCCCN1)c1ccccc1
,,,,,,,,,,,,,0,,,,,,,,,,,test,COC(=O)c1ccc([C@H](NC(=O)c2ccccc2)[C@]2(C)C[C@H]2C2CCCCC2)cc1
,,,,,,,,,,,,,0,,,,,,,,,,,test,COC(=O)c1ccc([C@H](NC(=O)c2ccco2)[C@]2(C)C[C@H]2C2CCCCC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)N(C)Cc2ccccc2)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)N[C@H](C)CO)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2cc(C)n(C)n2)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccc(OC)c(O)c2)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCc2ccccc2)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCCc2c[nH]c3ccccc23)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(/C=C/[C@@H](C)C(=O)NCCN2CCCC2)NC(=O)OCc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)N(C)C)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)N(C)Cc2ccccc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)N(C)Cc2cccnc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)N[C@@H](CO)Cc2ccccc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)Nc2ccc(OC)cc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NC2CCCCC2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)Nc2ccccc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2cc(C)n(C)n2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2cc(C)on2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2cc(F)cc(F)c2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCC2CC2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccc(C)o2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccc(-c3ccccc3)cc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccc(OC)c(O)c2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccc(OC)c(OC)c2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccc(S(C)(=O)=O)cc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccccc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2cccnc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2ccncc2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2nc3ccccc3n2C)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCc2nc3ccccc3s2)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(=C/[C@@H](C)C(=O)NCCc2c[nH]c3ccccc23)c2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)N(C)Cc2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)N[C@@H](CO)Cc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)N2CCN(C)CC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)Nc2ccc(OC)cc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NC2CCCCC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2cc(C)on2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2cc(F)cc(F)c2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2nc3ccccc3s2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCc2nn(-c3ccccc3)nc2C)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCCc2c[nH]c3ccc(OC)cc23)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCCN2CCOCC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(C)=C/[C@@H](C)C(=O)NCCO)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)N(C)Cc2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)N[C@@H](CO)Cc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)Nc2ccc(OC)cc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NC2CCCCC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2cc(C)on2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2cc(F)cc(F)c2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2ccc(-c3ccccc3)cc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2ccc(OC)c(OC)c2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2cccnc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCc2nc3ccccc3s2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCCc2c[nH]c3ccc(OC)cc23)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCCN2CCOCC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(F)=C/[C@@H](C)C(=O)NCCO)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(I)=C/[C@@H](C)C(=O)Nc2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(I)=C/[C@@H](C)C(=O)NCC2CC2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(I)=C/[C@@H](C)C(=O)NCc2ccc(C)o2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(I)=C/[C@@H](C)C(=O)NCc2ccc(OC)c(O)c2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(I)=C/[C@@H](C)C(=O)NCc2ccncc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C=O)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(C(F)(F)F)cc2)C[C@@H]4C3c2ccc(C(F)(F)F)cc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(C(F)(F)F)cc2)C[C@@H]4C3c2ccc(Cl)nc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(-c5ccccc5)cc2)C[C@@H]4C3c2ccc(C(F)(F)F)cc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(-c5ccccc5)cc2)C[C@@H]4C3c2ccc(Cl)nc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(-c5ccccc5)cc2)C[C@@H]4C3c2ccccc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccc(Cl)nc2)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccccc2)cc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccc(CN2[C@H](C(=O)OC)C[C@@]3(O)[C@@H](O)[C@@H](O)[C@@H](O)C[C@@H]23)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(C)C[C@@H]4C3c2ccccc2)c1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(-c5ccccc5)cc2)C[C@@H]4C3c2ccc(Cl)nc2)c1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccc(C(F)(F)F)cc2)c1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccc(Cl)nc2)c1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)c1cccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2cccnc2)C[C@@H]4C3c2ccccc2)c1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccccc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccccc1C(=O)OC
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccccc1N
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)c1ccccc1O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)C1OC(=O)C2OC23[C@@]1(C)CCC1[C@@]3(C)C(O)CC2C(C)(C)C(OC(C)=O)CC(OC(C)=O)[C@]21C
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)C1OC(=O)C2OC23[C@@]1(C)CCC1[C@@]3(C)C(OC(C)=O)CC2C(C)(C)C(=O)CC[C@@]21C
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CC#N
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)CC1=COC(O)C2C(CO)=CC[C@@H]12
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)CC1=COC2OCC3=CC[C@@H]1C32
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(=O)C2CC3=C(CC[C@]4(C)C3=CC(=O)OC4c3ccoc3)[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(=O)C2CC3=C4CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(=O)C2CC3C4=CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(O)C2CC3=C4C=C(OC)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(O)C2CC3=C4CC(O)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(OC(C)=O)[C@@]2(O)C=C3C4CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(OC(C)=O)C2[C@H](OC(C)=O)[C@]34O[C@]2(O)[C@]1(C)C3CC[C@]1(C)C4=CC(=O)OC1c1ccoc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C(C)(C)C(OC(C)=O)C2CC3C4CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C2(C)CC34OC5(C)O[C@@]6(C7/C(=C(/O)C(C)C)C(=O)OC(c8ccoc8)[C@]7(C)C(OC(C)=O)C(OC(C)=O)[C@]6(O5)[C@@]13C)C(OC(C)=O)[C@]4(O)C2OC(=O)C(C)C
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)CC1C2(C)CC34OC5(C)O[C@@]6(C7/C(=C(/OC)C(C)C)C(=O)OC(c8ccoc8)[C@@]7(C)C(OC(=O)C(C)C)C(OC)[C@]6(O5)[C@@]13C)C(OC)[C@]4(OC)C2OC(C)=O
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CC1Oc2cc3oc4c(c3cc2O1)C(=O)CC(C)(C)C4
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CC1Oc2cc3oc4c5ccccc5oc(=O)c4c3cc2O1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCC(=O)OC
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCC(C)C1CCC2C3CC[C@H]4CC(O)CC[C@@]4(C)C3CC(O)[C@]12C
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCCC(=O)OC
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCCCC(=O)OC
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCCCCN1C(=O)NC(c2ccc(-c3ccccc3)cc2)C(C(=O)OCc2ccccc2)=C1C
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CCCOc1ccc(Cl)cc1Cl
,,,,,,,,,,,,,0,,,,,,,,,,,test,COC(=O)Cn1c(C(=O)N(C)C)cc2c1C[C@H]1CN(C(=O)c3ccccc3)[C@@](Cc3ccc(OC)cc3)(C(=O)OC)[C@@H]21
,,,,,,,,,,,,,0,,,,,,,,,,,test,COC(=O)Cn1c(C(=O)N2CCCC2)cc2c1C[C@H]1CN(C(=O)c3ccccc3)[C@@](Cc3ccccc3)(C(=O)OC)[C@@H]21
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CNC(=O)[C@@]1(Cc2ccccc2)C=C[C@@H](C)N1C(=O)c1ccccc1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)COc1cc(Cl)c(Cl)cc1Cl
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)COc1ccc(Cl)cc1Cl
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)CS
,,,,,,,,,,,,,,1,,0,1,,,,,,,test,COC(=O)N(/C=C/c1ccc(OC)cc1)CCc1ccc(OC)c(OC)c1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)N1[C@H](C)C=C[C@]1(Cc1ccccc1)C(=O)O
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)N1[C@H](C)C=C[C@]1(Cc1ccccc1)C(=O)OC
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)N1[C@H](Cc2ccccc2)C=C[C@]1(C)C(=O)NCc1ccc(N(C)C)cc1
,,,,,,,,,,,,,,,,,1,,,,,,,test,COC(=O)N1[C@H](Cc2ccccc2)C=C[C@]1(C)C(=O)NCc1ccccn1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)N1[C@H](Cc2ccccc2)C=C[C@]1(C)C(=O)O
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)N1CC=CC1(C)C(=O)NCC1CC1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)N1CC=CC1(C)C(=O)O
,,,,,,,,,,,,,,,0,,,,,,,,,test,COC(=O)N1CCc2cc(OC)c(OC)cc2C1Cc1ccc(OC)cc1
,,,,,,,,,,,,,,1,,,0,,,,,,,test,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccc(Cl)cc1
,,,,,,,,,,,,,,1,1,1,,,,,,,,test,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccc(F)cc1
,,,,,,,,,,,,,,1,,1,,,,,,,,test,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccc2ccccc2c1
,,,,,,,,,,,,,,,0,,0,,,,,,,test,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1cccc(C)c1
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1cccc(F)c1
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccco1
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)NC(/C=C/c1ccccc1)[C@]1(C(C)=O)CCCC1=O
,,,,,,,,,,,,,,,0,0,0,,,,,,,test,COC(=O)NC(/C=C/c1ccco1)[C@@]1(C(=O)OC)CCCC1=O
,,,,,,,,,,,,,,,,,0,,,,,,,test,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
,,,,,,,,,,,,,,,,0,0,,,,,,,test,COC(=O)NC(c1ccc(Cl)cc1)C(C(C)=O)C(=O)OC
,,,,,,,,,,,,,,0,0,,0,,,,,,,test,COC(=O)NC(c1ccc(F)cc1)C(C(C)=O)C(=O)OC
,,,,,,,,,,,,,,1,,0,0,,,,,,,test,COC(=O)NC(c1ccc2ccccc2c1)C(C(C)=O)C(=O)OC
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)NC(c1cccc(C)c1)[C@@]1(C(=O)OC)CCCC1=O
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)NC(c1cccc(C)c1)[C@]1(C(C)=O)CCCC1=O
,,,,,,,,,,,,,,1,,0,1,,,,,,,test,COC(=O)NC(c1cccc(C)c1)[C@]1(C(C)=O)CCOC1=O
,,,,,,,,,,,,,,0,0,0,,,,,,,,test,COC(=O)NC(c1cccc(C)c1)C(C(C)=O)C(=O)OC
,,,,,,,,,,,,,,0,0,0,0,,,,,,,test,COC(=O)NC(c1cccc(F)c1)[C@@]1(C(=O)OC)CCCC1=O
,,,,,,,,,,,,,,,,0,0,,,,,,,test,COC(=O)NC(c1cccc(F)c1)[C@]1(C(C)=O)CCCC1=O
